Nomor Perkara,No,Nama
69/PID.SUS/TPK/2014/PN.JKT.PST,1,LISBETH HUTAHAEN
69/PID.SUS/TPK/2014/PN.JKT.PST,2,MARTHA P. BERLIANA
69/PID.SUS/TPK/2014/PN.JKT.PST,3,LENNY SEBAYANG
69/PID.SUS/TPK/2014/PN.JKT.PST,4,Ella Angelia
69/PID.SUS/TPK/2014/PN.JKT.PST,5,ARDHI H
69/PID.SUS/TPK/2014/PN.JKT.PST,6,ABDUL KADIR S.
73/PID.SUS/TPK/2014/PN.JKT.PST,1,TITIK UTAMI
73/PID.SUS/TPK/2014/PN.JKT.PST,2,"RINI TRININGSIH, SH."
73/PID.SUS/TPK/2014/PN.JKT.PST,3,ANTONIUS BUDI S.
73/PID.SUS/TPK/2014/PN.JKT.PST,4,MUH. ASRI IRAWAN
73/PID.SUS/TPK/2014/PN.JKT.PST,5,ZAINAL ABIDIN
73/PID.SUS/TPK/2014/PN.JKT.PST,6,ARIN KURNIA SARI
73/PID.SUS/TPK/2014/PN.JKT.PST,7,FERDIAN ADI NUGRAHA
78/PID.SUS/TPK/2014/PN.JKT.PST,1,LISBETH HUTAHAEN
79/PID.SUS/TPK/2014/PN.JKT.PST,1,Nopita R.
77/PID.SUS/TPK/2014/PN.JKT.PST,1,LISBETH HUTAHAEN
77/PID.SUS/TPK/2014/PN.JKT.PST,2,DIRJA
77/PID.SUS/TPK/2014/PN.JKT.PST,3,MARTHA P. BERLIANA
77/PID.SUS/TPK/2014/PN.JKT.PST,4,HERLAN J. B
77/PID.SUS/TPK/2014/PN.JKT.PST,5,ARIF SETIA N.
77/PID.SUS/TPK/2014/PN.JKT.PST,6,LENNY SEBAYANG
77/PID.SUS/TPK/2014/PN.JKT.PST,7,Ella Angelia
77/PID.SUS/TPK/2014/PN.JKT.PST,8,ARDHI H
77/PID.SUS/TPK/2014/PN.JKT.PST,9,ABDUL KADIR S.
75/PID.SUS/TPK/2014/PN.JKT.PST,1,LISBETH HUTAHAEN
75/PID.SUS/TPK/2014/PN.JKT.PST,2,DIRJA
75/PID.SUS/TPK/2014/PN.JKT.PST,3,MARTHA P. BERLIANA
75/PID.SUS/TPK/2014/PN.JKT.PST,4,HERLAN J. B
75/PID.SUS/TPK/2014/PN.JKT.PST,5,"ARIEF SETYANUGRAHA, SH"
75/PID.SUS/TPK/2014/PN.JKT.PST,6,Lenny Sebayang
75/PID.SUS/TPK/2014/PN.JKT.PST,7,Ella Angelia
75/PID.SUS/TPK/2014/PN.JKT.PST,8,"ARDHI ARYO PUTRANTO, SH."
75/PID.SUS/TPK/2014/PN.JKT.PST,9,ABDUL KADIR S.
76/PID.SUS/TPK/2014/PN.JKT.PST,1,LISBETH HUTAHAEN
76/PID.SUS/TPK/2014/PN.JKT.PST,2,DIRJA
76/PID.SUS/TPK/2014/PN.JKT.PST,3,MARTHA P. BERLIANA
76/PID.SUS/TPK/2014/PN.JKT.PST,4,HERLAN J. B
76/PID.SUS/TPK/2014/PN.JKT.PST,5,"ARIEF SETYANUGRAHA, SH"
76/PID.SUS/TPK/2014/PN.JKT.PST,6,LENNY SEBAYANG
76/PID.SUS/TPK/2014/PN.JKT.PST,7,Ella Angelia
76/PID.SUS/TPK/2014/PN.JKT.PST,8,"ARDHI ARYO PUTRANTO, SH."
76/PID.SUS/TPK/2014/PN.JKT.PST,9,ABDUL KADIR S.
74/PID.SUS/TPK/2014/PN.JKT.PST,1,LISBETH HUTAHAEN
74/PID.SUS/TPK/2014/PN.JKT.PST,2,MARTHA P. BERLIANA
74/PID.SUS/TPK/2014/PN.JKT.PST,3,LENNY SEBAYANG
74/PID.SUS/TPK/2014/PN.JKT.PST,4,Ella Angelia
74/PID.SUS/TPK/2014/PN.JKT.PST,5,"ARDHI ARYO PUTRANTO, SH."
74/PID.SUS/TPK/2014/PN.JKT.PST,6,ABDUL KADIR S.
80/PID.SUS/TPK/2014/PN.JKT.PST,1,DASTER SITOHANG
81/PID.SUS/TPK/2014/PN.JKT.PST,1,"RENHART M. MARBUN, SH"
84/PID.SUS/TPK/2014/PN.JKT.PST,1,SILVYA DESTI
84/PID.SUS/TPK/2014/PN.JKT.PST,2,BOBBY RUSWIN
84/PID.SUS/TPK/2014/PN.JKT.PST,3,ASEP SONTANI
84/PID.SUS/TPK/2014/PN.JKT.PST,4,JUWITA KAYANA
83/PID.SUS/TPK/2014/PN.JKT.PST,1,SILVYA DESTI
83/PID.SUS/TPK/2014/PN.JKT.PST,2,BOBBY RUSWIN
83/PID.SUS/TPK/2014/PN.JKT.PST,3,ASEP SONTANI
83/PID.SUS/TPK/2014/PN.JKT.PST,4,JUWITA KAYANA
83/PID.SUS/TPK/2014/PN.JKT.PST,5,Bertha W.
82/PID.SUS/TPK/2014/PN.JKT.PST,1,LISBETH HUTAHAEN
85/PID.SUS/TPK/2014/PN.JKT.PST,1,ELLY SUPAINI
85/PID.SUS/TPK/2014/PN.JKT.PST,2,"ROLAND H, SH"
85/PID.SUS/TPK/2014/PN.JKT.PST,3,MARTHA P. BERLIANA
86/PID.SUS/TPK/2014/PN.JKT.PST,1,RIYONO
87/PID.SUS/TPK/2014/PN.JKT.PST,1,"IRENE PUTRI, SH."
88/PID.SUS/TPK/2014/PN.JKT.PST,1,TRIONO RAHYUDI
48/PID.SUS/TPK/2014/PN.JKT.PST,1,SILVYA DESTI
48/PID.SUS/TPK/2014/PN.JKT.PST,2,IBNU SUUD
48/PID.SUS/TPK/2014/PN.JKT.PST,3,BOBBY RUSWIN
48/PID.SUS/TPK/2014/PN.JKT.PST,4,ASEP SONTANI
48/PID.SUS/TPK/2014/PN.JKT.PST,5,JUWITA KAYANA
48/PID.SUS/TPK/2014/PN.JKT.PST,6,BERTHA
48/PID.SUS/TPK/2014/PN.JKT.PST,7,EVELIN NUR AGUSTA
48/PID.SUS/TPK/2014/PN.JKT.PST,8,LENNY SEBAYANG
48/PID.SUS/TPK/2014/PN.JKT.PST,9,ZULKIPLI
48/PID.SUS/TPK/2014/PN.JKT.PST,10,BAMBANG SUBIYANTO
48/PID.SUS/TPK/2014/PN.JKT.PST,11,PAIDI
50/PID.SUS/TPK/2014/PN.JKT.PST,1,ELLY SUPAINI
50/PID.SUS/TPK/2014/PN.JKT.PST,2,"MARTHA PB, SH"
50/PID.SUS/TPK/2014/PN.JKT.PST,3,ABUN HASBULLOH
50/PID.SUS/TPK/2014/PN.JKT.PST,4,ALBERT BUDDYMAN
50/PID.SUS/TPK/2014/PN.JKT.PST,5,"NOPRIYANDI, SH"
50/PID.SUS/TPK/2014/PN.JKT.PST,6,"ARIEF SETYANUGRAHA, SH"
50/PID.SUS/TPK/2014/PN.JKT.PST,7,KUSUFI ESTI R.
50/PID.SUS/TPK/2014/PN.JKT.PST,8,"INDRI HARYATUN,SH"
50/PID.SUS/TPK/2014/PN.JKT.PST,9,"NANO SUGIATNO, SH"
51/PID.SUS/TPK/2014/PN.JKT.PST,1,ELLY SUPAINI
51/PID.SUS/TPK/2014/PN.JKT.PST,2,"MARTHA PB, SH"
51/PID.SUS/TPK/2014/PN.JKT.PST,3,ABUN HASBULLOH
51/PID.SUS/TPK/2014/PN.JKT.PST,4,ALBERT BUDDYMAN
51/PID.SUS/TPK/2014/PN.JKT.PST,5,"NOPRIYANDI, SH"
51/PID.SUS/TPK/2014/PN.JKT.PST,6,"ARIEF SETYANUGRAHA, SH"
51/PID.SUS/TPK/2014/PN.JKT.PST,7,KUSUFI ESTI R.
51/PID.SUS/TPK/2014/PN.JKT.PST,8,"SUKIMAN, SH"
51/PID.SUS/TPK/2014/PN.JKT.PST,9,"RIMA DIYANTI, SH"
52/PID.SUS/TPK/2014/PN.JKT.PST,1,ELLY SUPAINI
52/PID.SUS/TPK/2014/PN.JKT.PST,2,"MARTHA PB, SH"
52/PID.SUS/TPK/2014/PN.JKT.PST,3,ABUN HASBULLOH
52/PID.SUS/TPK/2014/PN.JKT.PST,4,ALBERT BUDDYMAN
52/PID.SUS/TPK/2014/PN.JKT.PST,5,"NOPRIYANDI, SH"
52/PID.SUS/TPK/2014/PN.JKT.PST,6,"ARIEF SETYANUGRAHA, SH"
52/PID.SUS/TPK/2014/PN.JKT.PST,7,KUSUFI ESTI R.
52/PID.SUS/TPK/2014/PN.JKT.PST,8,"JANUAR VERONIKA, S, SH"
52/PID.SUS/TPK/2014/PN.JKT.PST,9,"FAROUK FAHROZI, SH"
54/PID.SUS/TPK/2014/PN.JKT.PST,1,ELLY SUPAINI
54/PID.SUS/TPK/2014/PN.JKT.PST,2,"MARTHA BB, SH"
54/PID.SUS/TPK/2014/PN.JKT.PST,3,ABUN HASBULLOH
54/PID.SUS/TPK/2014/PN.JKT.PST,4,ALBERT BUDDYMAN
54/PID.SUS/TPK/2014/PN.JKT.PST,5,"NOPRIYANDI, SH"
54/PID.SUS/TPK/2014/PN.JKT.PST,6,"ARIEF SETYANUGRAHA, SH"
54/PID.SUS/TPK/2014/PN.JKT.PST,7,KUSUFI ESTI R.
54/PID.SUS/TPK/2014/PN.JKT.PST,8,"TATANG HERMAWAN, SH"
54/PID.SUS/TPK/2014/PN.JKT.PST,9,"A.R. GUNTORO, SH"
53/PID.SUS/TPK/2014/PN.JKT.PST,1,ELLY SUPAINI
53/PID.SUS/TPK/2014/PN.JKT.PST,2,"MARTHA BB, SH"
53/PID.SUS/TPK/2014/PN.JKT.PST,3,ABUN HASBULLOH
53/PID.SUS/TPK/2014/PN.JKT.PST,4,ALBERT BUDDYMAN
53/PID.SUS/TPK/2014/PN.JKT.PST,5,"NOPRIYANDI, SH"
53/PID.SUS/TPK/2014/PN.JKT.PST,6,"ARIEF SETYANUGRAHA, SH"
53/PID.SUS/TPK/2014/PN.JKT.PST,7,KUSUFI ESTI R.
53/PID.SUS/TPK/2014/PN.JKT.PST,8,"SHINTA DEWI, SH"
53/PID.SUS/TPK/2014/PN.JKT.PST,9,"FAROUK FAHROZI, SH"
55/PID.SUS/TPK/2014/PN.JKT.PST,1,YUDI KRISTINA
55/PID.SUS/TPK/2014/PN.JKT.PST,2,I Kadek W.
55/PID.SUS/TPK/2014/PN.JKT.PST,3,Edy Hartoyo
55/PID.SUS/TPK/2014/PN.JKT.PST,4,"ELY KUSUMASTUTI, SH."
55/PID.SUS/TPK/2014/PN.JKT.PST,5,Trimulyono
55/PID.SUS/TPK/2014/PN.JKT.PST,6,Alandika Putra
55/PID.SUS/TPK/2014/PN.JKT.PST,7,Budhi S
55/PID.SUS/TPK/2014/PN.JKT.PST,8,Feby D.
55/PID.SUS/TPK/2014/PN.JKT.PST,9,Achmad B
55/PID.SUS/TPK/2014/PN.JKT.PST,10,Eva Yustiana
55/PID.SUS/TPK/2014/PN.JKT.PST,11,Arif Suharmanto
55/PID.SUS/TPK/2014/PN.JKT.PST,12,Moch. Takdir. S
56/PID.SUS/TPK/2014/PN.JKT.PST,1,EKO BAMBANG
56/PID.SUS/TPK/2014/PN.JKT.PST,2,Nopita R.
56/PID.SUS/TPK/2014/PN.JKT.PST,3,Boby Dewi A.
56/PID.SUS/TPK/2014/PN.JKT.PST,4,Three Wolse F. Rais
56/PID.SUS/TPK/2014/PN.JKT.PST,5,"SINTA DEWI, SH"
56/PID.SUS/TPK/2014/PN.JKT.PST,6,"FAROUK FAHROZI, SH"
57/PID.SUS/TPK/2014/PN.JKT.PST,1,BUDI H. PANJAITAN
57/PID.SUS/TPK/2014/PN.JKT.PST,2,ERNI MARAMBA
57/PID.SUS/TPK/2014/PN.JKT.PST,3,GUSTI M. SOPHAN
57/PID.SUS/TPK/2014/PN.JKT.PST,4,RISTA
58/PID.SUS/TPK/2014/PN.JKT.PST,1,BUDI H. PANJAITAN
58/PID.SUS/TPK/2014/PN.JKT.PST,2,ERNI MARAMBA
58/PID.SUS/TPK/2014/PN.JKT.PST,3,GUSTI M. SOPHAN
58/PID.SUS/TPK/2014/PN.JKT.PST,4,RISTA
59/PID.SUS/TPK/2014/PN.JKT.PST,1,Ella Angelia
59/PID.SUS/TPK/2014/PN.JKT.PST,2,AGUS KURNIAWAN
59/PID.SUS/TPK/2014/PN.JKT.PST,3,"ARDHI ARYO PUTRANTO, SH."
59/PID.SUS/TPK/2014/PN.JKT.PST,4,DWI KUSTONO
59/PID.SUS/TPK/2014/PN.JKT.PST,5,ABDUL KADIR S.
60/PID.SUS/TPK/2014/PN.JKT.PST,1,IMMANUEL RICHENDRY
60/PID.SUS/TPK/2014/PN.JKT.PST,2,AGUSTINUS H.
60/PID.SUS/TPK/2014/PN.JKT.PST,3,GUSTI M. SOPHAN
60/PID.SUS/TPK/2014/PN.JKT.PST,4,HARYONO
63/PID.SUS/TPK/2014/PN.JKT.PST,1,ELLY SUPAINI
63/PID.SUS/TPK/2014/PN.JKT.PST,2,"MARTHA BB, SH"
63/PID.SUS/TPK/2014/PN.JKT.PST,3,ALBERTH B.P
63/PID.SUS/TPK/2014/PN.JKT.PST,4,"NOPRIYANDI, SH"
63/PID.SUS/TPK/2014/PN.JKT.PST,5,ARIF SETIA N.
63/PID.SUS/TPK/2014/PN.JKT.PST,6,"SHINTA DEWI, SH"
63/PID.SUS/TPK/2014/PN.JKT.PST,7,"INDRI HARYATUN,SH"
64/PID.SUS/TPK/2014/PN.JKT.PST,1,"ELY KUSUMASTUTI, SH."
64/PID.SUS/TPK/2014/PN.JKT.PST,2,SIGIT W. SH
64/PID.SUS/TPK/2014/PN.JKT.PST,3,Budi Nugroho
64/PID.SUS/TPK/2014/PN.JKT.PST,4,Irman Yudiandri
64/PID.SUS/TPK/2014/PN.JKT.PST,5,"WAWAN Y., SH."
64/PID.SUS/TPK/2014/PN.JKT.PST,6,"OLIVIA BR. SEMBIRING, SH."
61/PID.SUS/TPK/2014/PN.JKT.PST,1,ELLY SUPAINI
61/PID.SUS/TPK/2014/PN.JKT.PST,2,"MARTHA BB, SH"
61/PID.SUS/TPK/2014/PN.JKT.PST,3,ALBERTH B.P
61/PID.SUS/TPK/2014/PN.JKT.PST,4,"NOPRIYANDI, SH"
61/PID.SUS/TPK/2014/PN.JKT.PST,5,ARIF SETIA N.
61/PID.SUS/TPK/2014/PN.JKT.PST,6,"SHINTA DEWI, SH"
61/PID.SUS/TPK/2014/PN.JKT.PST,7,"INDRI HARYATUN,SH"
62/PID.SUS/TPK/2014/PN.JKT.PST,1,ELLY SUPAINI
62/PID.SUS/TPK/2014/PN.JKT.PST,2,"MARTHA BB, SH"
62/PID.SUS/TPK/2014/PN.JKT.PST,3,ALBERTH B.P
62/PID.SUS/TPK/2014/PN.JKT.PST,4,"NOPRIYANDI, SH"
62/PID.SUS/TPK/2014/PN.JKT.PST,5,ARIF SETIA N.
62/PID.SUS/TPK/2014/PN.JKT.PST,6,"SHINTA DEWI, SH"
62/PID.SUS/TPK/2014/PN.JKT.PST,7,"INDRI HARYATUN,SH"
65/PID.SUS/TPK/2014/PN.JKT.PST,1,"SUPARDI, SH."
65/PID.SUS/TPK/2014/PN.JKT.PST,2,ADYANTANA MERU. H
65/PID.SUS/TPK/2014/PN.JKT.PST,3,KRISTANTI YUNI P
65/PID.SUS/TPK/2014/PN.JKT.PST,4,ABDUL BASIR
65/PID.SUS/TPK/2014/PN.JKT.PST,5,ADI PURNAMA
65/PID.SUS/TPK/2014/PN.JKT.PST,6,AGUS PRASETYA R
65/PID.SUS/TPK/2014/PN.JKT.PST,7,ROY RIADI
67/PID.SUS/TPK/2014/PN.JKT.PST,1,TOLHAS B.H
67/PID.SUS/TPK/2014/PN.JKT.PST,2,B. OKTAVIANES
67/PID.SUS/TPK/2014/PN.JKT.PST,3,ARIE APRIANSYAH
67/PID.SUS/TPK/2014/PN.JKT.PST,4,INTAN INDRIA R
67/PID.SUS/TPK/2014/PN.JKT.PST,5,RONALD T.M
66/PID.SUS/TPK/2014/PN.JKT.PST,1,TOLHAS B.H
66/PID.SUS/TPK/2014/PN.JKT.PST,2,B. OKTAVIANES
66/PID.SUS/TPK/2014/PN.JKT.PST,3,ARIE APRIANSYAH
66/PID.SUS/TPK/2014/PN.JKT.PST,4,INTAN INDRIA R
66/PID.SUS/TPK/2014/PN.JKT.PST,5,RONALD T.M
68/PID.SUS/TPK/2014/PN.JKT.PST,1,Nopita R.
68/PID.SUS/TPK/2014/PN.JKT.PST,2,Three Wolse F. Rais
68/PID.SUS/TPK/2014/PN.JKT.PST,3,Boby Dewi A.
68/PID.SUS/TPK/2014/PN.JKT.PST,4,"SINTA DEWI, SH"
68/PID.SUS/TPK/2014/PN.JKT.PST,5,"FAROUK FAHROZI, SH"
29/PID.SUS/TPK/2014/PN JKT.PST,1,Yoklina Sitepu
29/PID.SUS/TPK/2014/PN JKT.PST,2,Ella Angelia
29/PID.SUS/TPK/2014/PN JKT.PST,3,Dian Anjari
29/PID.SUS/TPK/2014/PN JKT.PST,4,M. Miftah W.
29/PID.SUS/TPK/2014/PN JKT.PST,5,Donald T.J.S
30/PID.SUS/TPK/2014/PN.JKT.PST,1,I Kadek W.
30/PID.SUS/TPK/2014/PN.JKT.PST,2,"SUPARDI, SH."
30/PID.SUS/TPK/2014/PN.JKT.PST,3,"IRENE PUTRI, SH."
30/PID.SUS/TPK/2014/PN.JKT.PST,4,FITROH R. 
30/PID.SUS/TPK/2014/PN.JKT.PST,5,HENDRA A.
32/PID.SUS/TPK/2014/PN JKT.PST,1,"BUDI PANJAITAN, SH."
32/PID.SUS/TPK/2014/PN JKT.PST,2,NOERADI
32/PID.SUS/TPK/2014/PN JKT.PST,3,LUCIA MORTHA
32/PID.SUS/TPK/2014/PN JKT.PST,4,BUDI DARMAWAN
32/PID.SUS/TPK/2014/PN JKT.PST,5,Silvia Desti  Rosalina
32/PID.SUS/TPK/2014/PN JKT.PST,6,Asep Sontani
32/PID.SUS/TPK/2014/PN JKT.PST,7,Ibnu Suud
32/PID.SUS/TPK/2014/PN JKT.PST,8,Zulkifli
32/PID.SUS/TPK/2014/PN JKT.PST,9,Bambang Subiyanto
32/PID.SUS/TPK/2014/PN JKT.PST,10,Paidi
33/PID.SUS/TPK/2014/PN.JKT.PST,1,DASTER SITOHANG
33/PID.SUS/TPK/2014/PN.JKT.PST,2,ARIF RAHMAN
33/PID.SUS/TPK/2014/PN.JKT.PST,3,"IBNU FIRMAN IDE, SH."
33/PID.SUS/TPK/2014/PN.JKT.PST,4,"TUMPAL MANGASA, SH."
33/PID.SUS/TPK/2014/PN.JKT.PST,5,Silvia Desti  Rosalina
33/PID.SUS/TPK/2014/PN.JKT.PST,6,Zulkifli
33/PID.SUS/TPK/2014/PN.JKT.PST,7,Bambang Subiyanto
33/PID.SUS/TPK/2014/PN.JKT.PST,8,Paidi
34/PID.SUS/TPK/2014/PN.JKT.PST,1,Nopita R.
34/PID.SUS/TPK/2014/PN.JKT.PST,2,LUCIA MORTHA
34/PID.SUS/TPK/2014/PN.JKT.PST,3,RATNA ANDAMARI
34/PID.SUS/TPK/2014/PN.JKT.PST,4,LILIS LESTARI
34/PID.SUS/TPK/2014/PN.JKT.PST,5,Three Wolse F. Rais
34/PID.SUS/TPK/2014/PN.JKT.PST,6,Silvia Desti  Rosalina
34/PID.SUS/TPK/2014/PN.JKT.PST,7,Asep Sontani
34/PID.SUS/TPK/2014/PN.JKT.PST,8,Ibnu Suud
34/PID.SUS/TPK/2014/PN.JKT.PST,9,Zulkifli
34/PID.SUS/TPK/2014/PN.JKT.PST,10,Bambang Subiyanto
34/PID.SUS/TPK/2014/PN.JKT.PST,11,Paidi
31/PID.SUS/TPK/2014/PN.JKT.PST,1,BUDI DARMAWAN
31/PID.SUS/TPK/2014/PN.JKT.PST,2,ERIANTO
31/PID.SUS/TPK/2014/PN.JKT.PST,3,Silvia Desti  Rosalina
31/PID.SUS/TPK/2014/PN.JKT.PST,4,Asep Sontani
31/PID.SUS/TPK/2014/PN.JKT.PST,5,Ibnu Suud
31/PID.SUS/TPK/2014/PN.JKT.PST,6,Zulkifli
31/PID.SUS/TPK/2014/PN.JKT.PST,7,Bambang Subiyanto
31/PID.SUS/TPK/2014/PN.JKT.PST,8,Paidi
35/PID.SUS/TPK/2014/PN JKT.PST,1,Eko Bambang Riyadi
35/PID.SUS/TPK/2014/PN JKT.PST,2,ERNY V. M.
35/PID.SUS/TPK/2014/PN JKT.PST,3,ERIANTO
35/PID.SUS/TPK/2014/PN JKT.PST,4,Silvia Desti  Rosalina
36/PID.SUS/TPK/2014/PN.JKT.PST,1,ELLY SUPAINI
36/PID.SUS/TPK/2014/PN.JKT.PST,2,"MARTHA PB, SH"
36/PID.SUS/TPK/2014/PN.JKT.PST,3,IRENE W
37/PID.SUS/TPK/2014/PN.JKT.PST,1,LENNY SEBAYANG
38/PID.SUS/TPK/2014/PN.JKT.PST,1,Silvia Desti  Rosalina
38/PID.SUS/TPK/2014/PN.JKT.PST,2,Ibnu Suud
38/PID.SUS/TPK/2014/PN.JKT.PST,3,"BOBBY RUSWIN, SH."
38/PID.SUS/TPK/2014/PN.JKT.PST,4,Asep Sontani
38/PID.SUS/TPK/2014/PN.JKT.PST,5,JUWITA KAYANA
39/PID.SUS/TPK/2014/PN.JKT.PST,1,RIYONO
39/PID.SUS/TPK/2014/PN.JKT.PST,2,ANDI S
39/PID.SUS/TPK/2014/PN.JKT.PST,3,ISKANDAR
40/PID.SUS/TPK/2014/PN.JKT.PST,1,EKO BAMBANG
40/PID.SUS/TPK/2014/PN.JKT.PST,2,EMY VERONICA M.
40/PID.SUS/TPK/2014/PN.JKT.PST,3,IWAN CATUR
41/PID.SUS/TPK/2014/PN.JKT.PST,1,"BUDI PANJAITAN, SH."
41/PID.SUS/TPK/2014/PN.JKT.PST,2,EMY VERONICA M.
41/PID.SUS/TPK/2014/PN.JKT.PST,3,IWAN CATUR
41/PID.SUS/TPK/2014/PN.JKT.PST,4,Juli Isnur
42/PID.SUS/TPK/2014/PN.JKT.PST,1,BUDI H. PANJAITAN
42/PID.SUS/TPK/2014/PN.JKT.PST,2,ERNI VERONICA
42/PID.SUS/TPK/2014/PN.JKT.PST,3,IWAN CATUR
42/PID.SUS/TPK/2014/PN.JKT.PST,4,Juli Isnur
43/PID.SUS/TPK/2014/PN.JKT.PST,1,EKO BAMBANG
43/PID.SUS/TPK/2014/PN.JKT.PST,2,ERNI VERONICA
43/PID.SUS/TPK/2014/PN.JKT.PST,3,IWAN CATUR
43/PID.SUS/TPK/2014/PN.JKT.PST,4,Juli Isnur
46/PID.SUS/TPK/2014/PN.JKT.PST,1,AGUS ISTIQLAL
46/PID.SUS/TPK/2014/PN.JKT.PST,2,FATONI HATAM
46/PID.SUS/TPK/2014/PN.JKT.PST,3,LUCIA MORTHA
47/PID.SUS/TPK/2014/PN.JKT.PST,1,FATONI HATAM
47/PID.SUS/TPK/2014/PN.JKT.PST,2,FITRI ZULFAHMI
47/PID.SUS/TPK/2014/PN.JKT.PST,3,IWAN CATUR
44/PID.SUS/TPK/2014/PN JKT.PST,1,Edy Hartoyo
44/PID.SUS/TPK/2014/PN JKT.PST,2,DZAKIYUL FIKRI
44/PID.SUS/TPK/2014/PN JKT.PST,3,SRI KUNCORO
45/PID.SUS/TPK/2014/PN.JKT.PST,1,SUCIPTO
45/PID.SUS/TPK/2014/PN.JKT.PST,2,ERNI VERONICA
45/PID.SUS/TPK/2014/PN.JKT.PST,3,ERIANTON
49/PID.SUS/TPK/2014/PN.JKT.PST,1,SILVYA DESTI
49/PID.SUS/TPK/2014/PN.JKT.PST,2,BOBBY RUSWIN
49/PID.SUS/TPK/2014/PN.JKT.PST,3,ASEP SONTANI
49/PID.SUS/TPK/2014/PN.JKT.PST,4,JUWITA KAYANA
49/PID.SUS/TPK/2014/PN.JKT.PST,5,BERTHA
49/PID.SUS/TPK/2014/PN.JKT.PST,6,EVELIN NUR AGUSTA
49/PID.SUS/TPK/2014/PN.JKT.PST,7,ZULKIPLI
49/PID.SUS/TPK/2014/PN.JKT.PST,8,BAMBANG SUBIYANTO
49/PID.SUS/TPK/2014/PN.JKT.PST,9,PAIDI
15/PID.SUS/TPK/2014/PN.JKT.PST,1,EKO BAMBANG R.
15/PID.SUS/TPK/2014/PN.JKT.PST,2,IMANUEL R. HOT
15/PID.SUS/TPK/2014/PN.JKT.PST,3,"ADI NURYADIN, SH."
15/PID.SUS/TPK/2014/PN.JKT.PST,4,"WAGIYO, SH."
15/PID.SUS/TPK/2014/PN.JKT.PST,5,AGUSTINUS H.
11/PID.SUS/TPK/2014/PN.JKT.PST,1,BUDI H. PANJAITAN
11/PID.SUS/TPK/2014/PN.JKT.PST,2,"NOER ADI, SH."
11/PID.SUS/TPK/2014/PN.JKT.PST,3,"ADI NURYADIN, SH."
11/PID.SUS/TPK/2014/PN.JKT.PST,4,"LUCIO MARTHA, SH."
11/PID.SUS/TPK/2014/PN.JKT.PST,5,"ERYANA GANDA N., SH."
12/PID.SUS/TPK/2014/PN.JKT.PST,1,"BUDI PANJAITAN, SH."
12/PID.SUS/TPK/2014/PN.JKT.PST,2,SURMA
12/PID.SUS/TPK/2014/PN.JKT.PST,3,"BUDI RAHARJO, SH."
12/PID.SUS/TPK/2014/PN.JKT.PST,4,"MUKHAROM, SH."
12/PID.SUS/TPK/2014/PN.JKT.PST,5,"MARCELLO BELLAH, SH."
12/PID.SUS/TPK/2014/PN.JKT.PST,6,"AGUNG ARIFANTO, SH."
12/PID.SUS/TPK/2014/PN.JKT.PST,7,"ARDHI ARYO PUTRANTO, SH."
13/PID.SUS/TPK/2014/PN.JKT.PST,1,EKO BAMBANG
13/PID.SUS/TPK/2014/PN.JKT.PST,2,FATONI HATAM
13/PID.SUS/TPK/2014/PN.JKT.PST,3,AGUS KHAIRUDDIN
13/PID.SUS/TPK/2014/PN.JKT.PST,4,SERRY M. SOFHAN
13/PID.SUS/TPK/2014/PN.JKT.PST,5,GUSTI M. SOPHAN
13/PID.SUS/TPK/2014/PN.JKT.PST,6,"MARCELLO BELLAH, SH."
13/PID.SUS/TPK/2014/PN.JKT.PST,7,MUH. JUFRI
14/PID.SUS/TPK/2014/PN.JKT.PST,1,EKO BAMBANG
14/PID.SUS/TPK/2014/PN.JKT.PST,2,REINHART MARBUN
14/PID.SUS/TPK/2014/PN.JKT.PST,3,M. RIZAL S.
14/PID.SUS/TPK/2014/PN.JKT.PST,4,TASJRIFIN MULYANA
14/PID.SUS/TPK/2014/PN.JKT.PST,5,"TUMPAL MANGASA, SH."
14/PID.SUS/TPK/2014/PN.JKT.PST,6,"ERYANA GANDA N., SH."
14/PID.SUS/TPK/2014/PN.JKT.PST,7,HENI MURJIANTO
14/PID.SUS/TPK/2014/PN.JKT.PST,8,AGUS KURNIAWAN
14/PID.SUS/TPK/2014/PN.JKT.PST,9,"MUH NURMAN, SH"
9/PID.SUS/TPK/2014/PN.JKT.PST,1,"BUDI PANJAITAN, SH."
9/PID.SUS/TPK/2014/PN.JKT.PST,2,DASTER SITOHANG
9/PID.SUS/TPK/2014/PN.JKT.PST,3,ARIF RAHMAN
9/PID.SUS/TPK/2014/PN.JKT.PST,4,"IBNU FIRMAN IDE, SH."
9/PID.SUS/TPK/2014/PN.JKT.PST,5,"TUMPAL MANGASA, SH."
9/PID.SUS/TPK/2014/PN.JKT.PST,6,"SINTA DEWI, SH"
9/PID.SUS/TPK/2014/PN.JKT.PST,7,"FAROUK FAHROZI, SH"
10/PID.SUS/TPK/2014/PN.JKT.PST,1,"PULUNG RINANDORO, SH."
10/PID.SUS/TPK/2014/PN.JKT.PST,2,"MUHIBUDIN, SH."
10/PID.SUS/TPK/2014/PN.JKT.PST,3,"ELY KUSUMASTUTI, SH."
10/PID.SUS/TPK/2014/PN.JKT.PST,4,"MOCH. WIRAKSAJAYA, SH."
10/PID.SUS/TPK/2014/PN.JKT.PST,5,"SURYA NELLI, SH."
