Nomor Perkara,Tanggal Penetapan,Nama Hakim/Majelis Hakim,Posisi,Aktif
128/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 09 Okt. 2015",JHON HALASAN BUTAR BUTAR,Hakim Ketua,Ya
128/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 09 Okt. 2015",MAS'UD,Hakim Anggota,Ya
128/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 09 Okt. 2015",JOKO SUBAGYO,Hakim Anggota,Ya
89/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 12 Agu. 2015",SUMPENO,Hakim Ketua,Ya
89/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 12 Agu. 2015",ARIFIN,Hakim Anggota,Ya
89/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 12 Agu. 2015",TITO SUHUD,Hakim Anggota,Ya
89/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 12 Agu. 2015","Ugo,SH.",Hakim Anggota,Ya
89/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 12 Agu. 2015","ALEXANDER MARWATA, AK. SH. CFE.",Hakim Anggota,Ya
90/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 12 Agu. 2015",CASMAYA,Hakim Ketua,Ya
90/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 12 Agu. 2015",ARIFIN,Hakim Anggota,Ya
90/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 12 Agu. 2015","ALEXANDER MARWATA, AK. SH. CFE.",Hakim Anggota,Ya
91/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 12 Agu. 2015","SUPRIYONO, SH. MH.",Hakim Ketua,Ya
91/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 12 Agu. 2015","MOH. MUCHLIS, SH. MH.",Hakim Anggota,Ya
91/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 12 Agu. 2015",JOKO SUBAGYO,Hakim Anggota,Ya
92/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 13 Agu. 2015",TITO SUHUD,Hakim Ketua,Ya
92/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 13 Agu. 2015",JHON HALASAN BUTAR BUTAR,Hakim Anggota,Ya
92/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 13 Agu. 2015",ARIFIN,Hakim Anggota,Ya
92/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 13 Agu. 2015",SOFIALDI,Hakim Anggota,Ya
92/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 13 Agu. 2015",JOKO SUBAGYO,Hakim Anggota,Ya
93/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 21 Agu. 2015",ASWIJON,Hakim Ketua,Ya
93/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 21 Agu. 2015",SUTIO JUMAGI AKHIRNO,Hakim Anggota,Ya
93/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 21 Agu. 2015",SUTARJO,Hakim Anggota,Ya
93/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 21 Agu. 2015","Ugo,SH.",Hakim Anggota,Ya
93/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 21 Agu. 2015",JOKO SUBAGYO,Hakim Anggota,Ya
94/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 21 Agu. 2015",SURADI,Hakim Ketua,Ya
94/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 21 Agu. 2015",SUTARJO,Hakim Anggota,Ya
94/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 21 Agu. 2015",JOKO SUBAGYO,Hakim Anggota,Ya
95/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 21 Agu. 2015",SURADI,Hakim Ketua,Ya
95/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 21 Agu. 2015",SUTARJO,Hakim Anggota,Ya
95/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 21 Agu. 2015",JOKO SUBAGYO,Hakim Anggota,Ya
96/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 21 Agu. 2015",SUTARJO,Hakim Ketua,Ya
96/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 21 Agu. 2015",SURADI,Hakim Anggota,Ya
96/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 21 Agu. 2015",JOKO SUBAGYO,Hakim Anggota,Ya
97/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 21 Agu. 2015",SUTARJO,Hakim Ketua,Ya
97/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 21 Agu. 2015",SURADI,Hakim Anggota,Ya
97/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 21 Agu. 2015",JOKO SUBAGYO,Hakim Anggota,Ya
98/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 21 Agu. 2015",SUTARJO,Hakim Ketua,Ya
98/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 21 Agu. 2015",SURADI,Hakim Anggota,Ya
98/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 21 Agu. 2015",JOKO SUBAGYO,Hakim Anggota,Ya
99/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 21 Agu. 2015","ANNAS MUSTAQIM, SH. MHum.",Hakim Ketua,Ya
99/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 21 Agu. 2015",SURADI,Hakim Anggota,Ya
99/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 21 Agu. 2015",SOFIALDI,Hakim Anggota,Ya
100/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 24 Agu. 2015",SAIFUL ARIF,Hakim Ketua,Ya
100/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 24 Agu. 2015",ASWIJON,Hakim Anggota,Ya
100/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 24 Agu. 2015",SUTIO JUMAGI AKHIRNO,Hakim Anggota,Ya
100/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 24 Agu. 2015","Ugo,SH.",Hakim Anggota,Ya
100/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 24 Agu. 2015","ALEXANDER MARWATA, AK. SH. CFE.",Hakim Anggota,Ya
101/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 26 Agu. 2015","SUPRIYONO, SH. MH.",Hakim Ketua,Ya
101/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 26 Agu. 2015","MOH. MUCHLIS, SH. MH.",Hakim Anggota,Ya
101/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 26 Agu. 2015",JOKO SUBAGYO,Hakim Anggota,Ya
102/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 31 Agu. 2015",SUTIO JUMAGI AKHIRNO,Hakim Ketua,Ya
102/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 31 Agu. 2015",ASWIJON,Hakim Anggota,Ya
102/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 31 Agu. 2015",JOKO SUBAGYO,Hakim Anggota,Ya
103/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 01 Sep. 2015",SUMPENO,Hakim Ketua,Ya
103/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 01 Sep. 2015",ARIFIN,Hakim Anggota,Ya
103/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 01 Sep. 2015","MOH. MUCHLIS, SH. MH.",Hakim Anggota,Ya
103/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 01 Sep. 2015","Ugo,SH.",Hakim Anggota,Ya
103/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 01 Sep. 2015","ALEXANDER MARWATA, AK. SH. CFE.",Hakim Anggota,Ya
104/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 02 Sep. 2015",JHON HALASAN BUTAR BUTAR,Hakim Ketua,Ya
104/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 02 Sep. 2015",SAIFUL ARIF,Hakim Anggota,Ya
104/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 02 Sep. 2015","MOH. MUCHLIS, SH. MH.",Hakim Anggota,Ya
104/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 02 Sep. 2015",SOFIALDI,Hakim Anggota,Ya
104/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 02 Sep. 2015",JOKO SUBAGYO,Hakim Anggota,Ya
105/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 02 Sep. 2015",CASMAYA,Hakim Ketua,Ya
105/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 02 Sep. 2015","MOH. MUCHLIS, SH. MH.",Hakim Anggota,Ya
105/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 02 Sep. 2015","Ugo,SH.",Hakim Anggota,Ya
106/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 02 Sep. 2015","MOH. MUCHLIS, SH. MH.",Hakim Ketua,Ya
106/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 02 Sep. 2015",CASMAYA,Hakim Anggota,Ya
106/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 02 Sep. 2015","Ugo,SH.",Hakim Anggota,Ya
107/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 03 Sep. 2015",SUTARJO,Hakim Ketua,Ya
107/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 03 Sep. 2015",SURADI,Hakim Anggota,Ya
107/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 03 Sep. 2015",JOKO SUBAGYO,Hakim Anggota,Ya
108/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 03 Sep. 2015",SURADI,Hakim Ketua,Ya
108/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 03 Sep. 2015",SUTARJO,Hakim Anggota,Ya
108/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 03 Sep. 2015",JOKO SUBAGYO,Hakim Anggota,Ya
69/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 01 Jul. 2015",SAIFUL ARIF,Hakim Ketua,Ya
69/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 01 Jul. 2015",CASMAYA,Hakim Anggota,Ya
69/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 01 Jul. 2015",SOFIALDI,Hakim Anggota,Ya
70/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 01 Jul. 2015",CASMAYA,Hakim Ketua,Ya
70/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 01 Jul. 2015",SAIFUL ARIF,Hakim Anggota,Ya
70/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 01 Jul. 2015",SOFIALDI,Hakim Anggota,Ya
71/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 01 Jul. 2015",ASWIJON,Hakim Ketua,Ya
71/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 01 Jul. 2015",SUTIO JUMAGI AKHIRNO,Hakim Anggota,Ya
71/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 01 Jul. 2015",JOKO SUBAGYO,Hakim Anggota,Ya
72/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 02 Jul. 2015",JHON HALASAN BUTAR BUTAR,Hakim Ketua,Ya
72/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 02 Jul. 2015",TITO SUHUD,Hakim Anggota,Ya
72/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 02 Jul. 2015","MOH. MUCHLIS, SH. MH.",Hakim Anggota,Ya
72/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 02 Jul. 2015",SOESILO ATMOKO,Hakim Anggota,Ya
72/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 02 Jul. 2015","ALEXANDER MARWATA, AK. SH. CFE.",Hakim Anggota,Ya
73/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 02 Jul. 2015",TITO SUHUD,Hakim Ketua,Ya
73/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 02 Jul. 2015",JHON HALASAN BUTAR BUTAR,Hakim Anggota,Ya
73/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 02 Jul. 2015",SAIFUL ARIF,Hakim Anggota,Ya
73/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 02 Jul. 2015",SOFIALDI,Hakim Anggota,Ya
73/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 02 Jul. 2015","ALEXANDER MARWATA, AK. SH. CFE.",Hakim Anggota,Ya
74/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 08 Jul. 2015",SINUNG HERMAWAN,Hakim Ketua,Ya
74/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 08 Jul. 2015",IBNU BASUKI WIDODO,Hakim Anggota,Ya
74/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 08 Jul. 2015",SOFIALDI,Hakim Anggota,Ya
75/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 09 Jul. 2015",SUTIO JUMAGI AKHIRNO,Hakim Ketua,Ya
75/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 09 Jul. 2015",ASWIJON,Hakim Anggota,Ya
75/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 09 Jul. 2015",TITO SUHUD,Hakim Anggota,Ya
75/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 09 Jul. 2015",SOFIALDI,Hakim Anggota,Ya
75/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 09 Jul. 2015","ALEXANDER MARWATA, AK. SH. CFE.",Hakim Anggota,Ya
76/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 28 Jul. 2015","SUPRIYONO, SH. MH.",Hakim Ketua,Ya
76/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 28 Jul. 2015","MOH. MUCHLIS, SH. MH.",Hakim Anggota,Ya
76/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 28 Jul. 2015","ANNAS MUSTAQIM, SH. MHum.",Hakim Anggota,Ya
76/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 28 Jul. 2015","Ugo,SH.",Hakim Anggota,Ya
76/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 28 Jul. 2015",JOKO SUBAGYO,Hakim Anggota,Ya
77/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 30 Jul. 2015","SUPRIYONO, SH. MH.",Hakim Ketua,Ya
77/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 30 Jul. 2015","MOH. MUCHLIS, SH. MH.",Hakim Anggota,Ya
77/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 30 Jul. 2015",JOKO SUBAGYO,Hakim Anggota,Ya
78/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 30 Jul. 2015",TITO SUHUD,Hakim Ketua,Ya
78/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 30 Jul. 2015",CASMAYA,Hakim Anggota,Ya
78/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 30 Jul. 2015",ARIFIN,Hakim Anggota,Ya
78/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 30 Jul. 2015",SOFIALDI,Hakim Anggota,Ya
78/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 30 Jul. 2015","ALEXANDER MARWATA, AK. SH. CFE.",Hakim Anggota,Ya
79/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 31 Jul. 2015",IBNU BASUKI WIDODO,Hakim Ketua,Ya
79/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 31 Jul. 2015",SINUNG HERMAWAN,Hakim Anggota,Ya
79/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 31 Jul. 2015",ASWIJON,Hakim Anggota,Ya
79/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 31 Jul. 2015","Ugo,SH.",Hakim Anggota,Ya
79/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 31 Jul. 2015",JOKO SUBAGYO,Hakim Anggota,Ya
80/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 06 Agu. 2015",ARIFIN,Hakim Ketua,Ya
80/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 06 Agu. 2015",CASMAYA,Hakim Anggota,Ya
80/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 06 Agu. 2015","ALEXANDER MARWATA, AK. SH. CFE.",Hakim Anggota,Ya
81/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 06 Agu. 2015",CASMAYA,Hakim Ketua,Ya
81/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 06 Agu. 2015",ARIFIN,Hakim Anggota,Ya
81/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 06 Agu. 2015","ALEXANDER MARWATA, AK. SH. CFE.",Hakim Anggota,Ya
82/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 06 Agu. 2015",ARIFIN,Hakim Ketua,Ya
82/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 06 Agu. 2015",CASMAYA,Hakim Anggota,Ya
82/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 06 Agu. 2015","ALEXANDER MARWATA, AK. SH. CFE.",Hakim Anggota,Ya
83/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 10 Agu. 2015","NANI INDRAWATI,SH.MHUM",Hakim Ketua,Ya
83/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 10 Agu. 2015",JHON HALASAN BUTAR BUTAR,Hakim Anggota,Ya
83/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 10 Agu. 2015",JOKO SUBAGYO,Hakim Anggota,Ya
84/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 10 Agu. 2015","NANI INDRAWATI,SH.MHUM",Hakim Ketua,Ya
84/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 10 Agu. 2015",JHON HALASAN BUTAR BUTAR,Hakim Anggota,Ya
84/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 10 Agu. 2015",JOKO SUBAGYO,Hakim Anggota,Ya
85/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 10 Agu. 2015",JHON HALASAN BUTAR BUTAR,Hakim Ketua,Ya
85/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 10 Agu. 2015",SAIFUL ARIF,Hakim Anggota,Ya
85/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 10 Agu. 2015",JOKO SUBAGYO,Hakim Anggota,Ya
86/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 10 Agu. 2015",SUTIO JUMAGI AKHIRNO,Hakim Ketua,Ya
86/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 10 Agu. 2015",CASMAYA,Hakim Anggota,Ya
86/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 10 Agu. 2015",SOFIALDI,Hakim Anggota,Ya
87/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 10 Agu. 2015",CASMAYA,Hakim Ketua,Ya
87/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 10 Agu. 2015",SUTIO JUMAGI AKHIRNO,Hakim Anggota,Ya
87/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 10 Agu. 2015",SOFIALDI,Hakim Anggota,Ya
88/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 10 Agu. 2015",ASWIJON,Hakim Ketua,Ya
88/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 10 Agu. 2015",SUTIO JUMAGI AKHIRNO,Hakim Anggota,Ya
88/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 10 Agu. 2015",SOFIALDI,Hakim Anggota,Ya
49/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 08 Jun. 2015",ASWIJON,Hakim Ketua,Ya
49/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 08 Jun. 2015",SUTIO JUMAGI AKHIRNO,Hakim Anggota,Ya
49/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 08 Jun. 2015","SUPRIYONO, SH. MH.",Hakim Anggota,Ya
49/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 08 Jun. 2015",SOFIALDI,Hakim Anggota,Ya
49/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 08 Jun. 2015",JOKO SUBAGYO,Hakim Anggota,Ya
50/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 16 Jun. 2015",SUTIO JUMAGI AKHIRNO,Hakim Ketua,Ya
50/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 16 Jun. 2015",ASWIJON,Hakim Anggota,Ya
50/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 16 Jun. 2015","Anwar,SH.",Hakim Anggota,Ya
51/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 16 Jun. 2015",ASWIJON,Hakim Ketua,Ya
51/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 16 Jun. 2015",SUTIO JUMAGI AKHIRNO,Hakim Anggota,Ya
51/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 16 Jun. 2015","Anwar,SH.",Hakim Anggota,Ya
52/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 16 Jun. 2015",ASWIJON,Hakim Ketua,Ya
52/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 16 Jun. 2015",SINUNG HERMAWAN,Hakim Anggota,Ya
52/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 16 Jun. 2015","Anwar,SH.",Hakim Anggota,Ya
53/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 16 Jun. 2015",SINUNG HERMAWAN,Hakim Ketua,Ya
53/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 16 Jun. 2015",IBNU BASUKI WIDODO,Hakim Anggota,Ya
53/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 16 Jun. 2015",SOFIALDI,Hakim Anggota,Ya
54/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 16 Jun. 2015",IBNU BASUKI WIDODO,Hakim Ketua,Ya
54/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 16 Jun. 2015",SINUNG HERMAWAN,Hakim Anggota,Ya
54/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 16 Jun. 2015",SOFIALDI,Hakim Anggota,Ya
55/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 16 Jun. 2015",IBNU BASUKI WIDODO,Hakim Ketua,Ya
55/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 16 Jun. 2015",SINUNG HERMAWAN,Hakim Anggota,Ya
55/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 16 Jun. 2015",SOFIALDI,Hakim Anggota,Ya
56/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 17 Jun. 2015",JHON HALASAN BUTAR BUTAR,Hakim Ketua,Ya
56/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 17 Jun. 2015",TITO SUHUD,Hakim Anggota,Ya
56/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 17 Jun. 2015",ARIFIN,Hakim Anggota,Ya
56/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 17 Jun. 2015",SOFIALDI,Hakim Anggota,Ya
56/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 17 Jun. 2015",JOKO SUBAGYO,Hakim Anggota,Ya
57/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 18 Jun. 2015",SAIFUL ARIF,Hakim Ketua,Ya
57/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 18 Jun. 2015",CASMAYA,Hakim Anggota,Ya
57/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 18 Jun. 2015",SOFIALDI,Hakim Anggota,Ya
58/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 18 Jun. 2015",ARIFIN,Hakim Ketua,Ya
58/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 18 Jun. 2015",SUGIYANTO,Hakim Anggota,Ya
58/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 18 Jun. 2015",JOKO SUBAGYO,Hakim Anggota,Ya
59/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 18 Jun. 2015",SUGIYANTO,Hakim Ketua,Ya
59/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 18 Jun. 2015",TITO SUHUD,Hakim Anggota,Ya
59/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 18 Jun. 2015",JOKO SUBAGYO,Hakim Anggota,Ya
60/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 18 Jun. 2015",TITO SUHUD,Hakim Ketua,Ya
60/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 18 Jun. 2015",ARIFIN,Hakim Anggota,Ya
60/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 18 Jun. 2015",JOKO SUBAGYO,Hakim Anggota,Ya
61/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 18 Jun. 2015",ARIFIN,Hakim Ketua,Ya
61/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 18 Jun. 2015",TITO SUHUD,Hakim Anggota,Ya
61/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 18 Jun. 2015","ALEXANDER MARWATA, AK. SH. CFE.",Hakim Anggota,Ya
62/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 18 Jun. 2015",TITO SUHUD,Hakim Ketua,Ya
62/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 18 Jun. 2015",SUGIYANTO,Hakim Anggota,Ya
62/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 18 Jun. 2015","ALEXANDER MARWATA, AK. SH. CFE.",Hakim Anggota,Ya
63/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 18 Jun. 2015",SUGIYANTO,Hakim Ketua,Ya
63/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 18 Jun. 2015",TITO SUHUD,Hakim Anggota,Ya
63/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 18 Jun. 2015","ALEXANDER MARWATA, AK. SH. CFE.",Hakim Anggota,Ya
64/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 18 Jun. 2015",SUGIYANTO,Hakim Ketua,Ya
64/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 18 Jun. 2015",ARIFIN,Hakim Anggota,Ya
64/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 18 Jun. 2015","ALEXANDER MARWATA, AK. SH. CFE.",Hakim Anggota,Ya
65/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 18 Jun. 2015",ARIFIN,Hakim Ketua,Ya
65/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 18 Jun. 2015",SUGIYANTO,Hakim Anggota,Ya
65/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 18 Jun. 2015",JOKO SUBAGYO,Hakim Anggota,Ya
66/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 18 Jun. 2015",TITO SUHUD,Hakim Ketua,Ya
66/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 18 Jun. 2015",SUGIYANTO,Hakim Anggota,Ya
66/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 18 Jun. 2015",JOKO SUBAGYO,Hakim Anggota,Ya
67/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 29 Jun. 2015",TITO SUHUD,Hakim Ketua,Ya
67/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 29 Jun. 2015","MOH. MUCHLIS, SH. MH.",Hakim Anggota,Ya
67/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 29 Jun. 2015",JHON HALASAN BUTAR BUTAR,Hakim Anggota,Ya
